dest_ip,dest_port,first_seen,last_online,malware
87.224.1.34,80,12/13/2018 18:15,,Heodo
173.178.223.66,8090,12/13/2018 18:15,,Heodo
110.37.219.134,990,12/13/2018 1:22,,Heodo
152.168.60.9,80,12/13/2018 1:22,,Heodo
190.152.12.86,80,12/13/2018 1:22,,Heodo
190.146.201.54,80,12/13/2018 1:03,,Heodo
181.143.126.170,8080,12/10/2018 23:00,2/6/2020,Heodo
198.61.196.18,8080,12/10/2018 20:02,,Heodo
201.220.152.101,80,12/6/2018 22:40,6/7/2019,Heodo
115.78.95.230,443,12/6/2018 17:03,11/20/2019,Heodo
128.92.54.20,80,11/26/2018 8:57,12/14/2019,Heodo
178.210.51.222,8080,11/22/2018 1:22,12/3/2019,Heodo
144.139.247.220,80,11/22/2018 1:22,12/19/2019,Heodo
83.136.245.190,8080,11/21/2018 12:57,11/28/2019,Heodo
190.145.67.134,8090,11/19/2018 14:33,12/2/2019,Heodo
110.143.57.109,80,11/17/2018 21:52,12/14/2019,Heodo
173.171.132.82,8082,10/16/2018 7:01,2/5/2020,TrickBot
190.117.126.169,80,10/16/2018 6:39,2/2/2020,Heodo
200.57.102.71,8443,10/3/2018 15:21,10/25/2019,Heodo
69.198.17.20,8080,9/25/2018 16:36,,Heodo
201.163.74.202,443,9/13/2018 17:04,12/6/2019,Heodo
103.205.177.229,80,7/12/2018 16:28,11/22/2019,Heodo
52.4.64.240,4143,2/22/2018 15:03,,Heodo
178.62.253.139,4143,2/21/2018 1:37,,Heodo
186.103.199.252,4143,2/15/2018 21:22,,Heodo
80.82.115.164,4143,2/13/2018 21:24,,Heodo
84.200.208.98,80,2/13/2018 19:10,,Heodo
193.169.54.12,8080,1/19/2018 0:42,,Heodo
149.202.153.252,8080,12/26/2017 1:38,,Heodo
173.212.192.45,8080,11/23/2017 7:10,,Heodo
12.162.84.2,443,10/31/2017 8:50,2/6/2020,Heodo
178.63.156.138,8080,10/25/2017 16:17,,Heodo
46.28.109.151,8080,10/20/2017 17:14,,Heodo
216.71.120.100,8080,10/17/2017 19:23,,Heodo
83.169.3.142,8080,10/17/2017 10:12,,Heodo
64.62.228.170,8080,10/17/2017 10:12,,Heodo
178.254.33.12,8080,10/5/2017 23:39,,Heodo
94.199.242.92,8080,10/5/2017 23:39,,Heodo
74.208.155.175,8080,10/3/2017 18:44,,Heodo
51.255.58.18,8080,9/30/2017 21:38,,Heodo
74.50.52.130,8080,9/30/2017 19:42,,Heodo
5.45.108.249,8080,9/28/2017 14:05,,Heodo
108.59.253.38,8080,9/25/2017 20:14,,Heodo
103.16.131.20,8080,9/7/2017 10:57,,Heodo
45.33.55.157,8080,9/4/2017 2:28,,Heodo
173.212.227.54,443,8/25/2017 9:24,,Heodo
162.243.159.58,443,8/17/2017 21:30,,Heodo
192.81.212.79,443,7/28/2017 14:26,,Heodo
209.140.18.37,8080,1/18/2013 6:08,,Heodo
